
臺灣 Taiwan,#genre#
Sony Yay Tamil, http://cdn9.1678520.xyz/smt1.1.php?id=sonyyaytam_raj
Sun TV India, http://cdn9.1678520.xyz/smt1.1.php?id=suntv_raj
Starmaa HD, http://cdn9.1678520.xyz/smt1.1.php?id=starmaa_raj
Starmaa Movies HD, http://cdn9.1678520.xyz/smt1.1.php?id=starmaamovies_raj
Bollyone, http://cdn9.1678520.xyz/smt1.1.php?id=Bollyone
Astro Sunmusic, http://cdn9.1678520.xyz/smt1.1.php?id=Sunmusic
Sony Pix HD, http://cdn9.1678520.xyz/smt1.1.php?id=sonypix_mega
Vijay Super, http://cdn9.1678520.xyz/smt1.1.php?id=vijaysuper_raj
電影 Movie,#genre#
AXN, http://cdn9.1678520.xyz/smt1.1.php?id=axn_twn
Animax, http://cdn9.1678520.xyz/smt1.1.php?id=Animax
Astrol Kplus, http://cdn9.1678520.xyz/smt1.1.php?id=Kplus
Axn HD, http://cdn9.1678520.xyz/smt1.1.php?id=Axn
CCTV-6, http://cdn9.1678520.xyz/smt1.1.php?id=cctv6
CINEMAX, http://cdn9.1678520.xyz/smt1.1.php?id=cinemax_twn
Celestial Classic, http://cdn9.1678520.xyz/smt1.1.php?id=Celestial2
Celestial Movies HD, http://cdn9.1678520.xyz/smt1.1.php?id=Celestialindo
Cinemax, http://cdn9.1678520.xyz/smt1.1.php?id=Cinemax
HBO Family, http://cdn9.1678520.xyz/smt1.1.php?id=Hbofamily
HBO HD, http://cdn9.1678520.xyz/smt1.1.php?id=Hbo
HBO Hits, http://cdn9.1678520.xyz/smt1.1.php?id=Hbohits
HBO Signature, http://cdn9.1678520.xyz/smt1.1.php?id=Hbosignature
HBO_HD, http://cdn9.1678520.xyz/smt1.1.php?id=hbohd_twn
HBO_HITS, http://cdn9.1678520.xyz/smt1.1.php?id=hbohits_twn
Hits Movie, http://cdn9.1678520.xyz/smt1.1.php?id=Hitsmovie
Hits, http://cdn9.1678520.xyz/smt1.1.php?id=Hits
Hollywood Movies, http://cdn9.1678520.xyz/smt1.1.php?id=hollywoodmovies_twn
Movies Now HD, http://cdn9.1678520.xyz/smt1.1.php?id=moviesnow_raj
One, http://cdn9.1678520.xyz/smt1.1.php?id=One_mega
Paramount Network, http://cdn9.1678520.xyz/smt1.1.php?id=Paramountnetwork
Rock Actions, http://cdn9.1678520.xyz/smt1.1.php?id=Rockaction
Rock Entertainment, http://cdn9.1678520.xyz/smt1.1.php?id=Rockentertain
SCM, http://cdn9.1678520.xyz/smt1.1.php?id=Weishimovie
Sony Pix HD, http://cdn9.1678520.xyz/smt1.1.php?id=sonypix_mega
Star Movies HD, http://cdn9.1678520.xyz/smt1.1.php?id=starmovies_raj
Thrill, http://cdn9.1678520.xyz/smt1.1.php?id=Thrill
Warner TV, http://cdn9.1678520.xyz/smt1.1.php?id=WarnerTV
tvN Movie, http://cdn9.1678520.xyz/smt1.1.php?id=Tvnmovie
大愛2台, http://cdn9.1678520.xyz/smt1.1.php?id=catchplay_twn
龍華電影, http://cdn9.1678520.xyz/smt1.1.php?id=xingwei_movie
東森洋片, http://cdn9.1678520.xyz/smt1.1.php?id=ettvwestern
東森電影, http://cdn9.1678520.xyz/smt1.1.php?id=ettvmovie
美亞電影, http://cdn9.1678520.xyz/smt1.1.php?id=meiyamovie_twn
龍華洋片, http://cdn9.1678520.xyz/smt1.1.php?id=lunghuawestern_twn
龍祥时代, http://cdn9.1678520.xyz/smt1.1.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台, http://cdn9.1678520.xyz/smt1.1.php?id=asiatravel_twn
Animal Planet (Eng), http://cdn9.1678520.xyz/smt1.1.php?id=AnimalPlanet
Animal_Planet, http://cdn9.1678520.xyz/smt1.1.php?id=animalplanet_twn
Asia Travel, http://cdn9.1678520.xyz/smt1.1.php?id=asiatravel_twn
BBC Earth HD, http://cdn9.1678520.xyz/smt1.1.php?id=bbcearth_twn
BBC Earth Lifestyle, http://cdn9.1678520.xyz/smt1.1.php?id=bbclifestyle_twn
CI, http://cdn9.1678520.xyz/smt1.1.php?id=ci_twn
Discovery Asia, http://cdn9.1678520.xyz/smt1.1.php?id=discoverytwn_twn
Discovery HD, http://cdn9.1678520.xyz/smt1.1.php?id=discoveryhd_twn
Fashion TV, http://cdn9.1678520.xyz/smt1.1.php?id=fashiontv_twn
Foodnetwork Hd, http://cdn9.1678520.xyz/smt1.1.php?id=Foodnetwork_mega
HGTV, http://cdn9.1678520.xyz/smt1.1.php?id=HGTV
History, http://cdn9.1678520.xyz/smt1.1.php?id=History
MTV Live, http://cdn9.1678520.xyz/smt1.1.php?id=mtvhd_twn
NatGeo HD, http://cdn9.1678520.xyz/smt1.1.php?id=Natgeo
NatGeo Wild HD, http://cdn9.1678520.xyz/smt1.1.php?id=Natgeowild
NatGeo_Wild HD, http://cdn9.1678520.xyz/smt1.1.php?id=natgeowild_twn
Natgeo_HD, http://cdn9.1678520.xyz/smt1.1.php?id=natgeohd_twn
TLC, http://cdn9.1678520.xyz/smt1.1.php?id=Tlc
TLC Asia, http://cdn9.1678520.xyz/smt1.1.php?id=tlc_twn
亞洲美食, http://cdn9.1678520.xyz/smt1.1.php?id=afc_twn
美食星球, http://cdn9.1678520.xyz/smt1.1.php?id=foodplanet_twn
新聞 News,#genre#
ABC News, http://cdn9.1678520.xyz/smt1.1.php?id=abcnews_glo
Al-Jazeera, http://cdn9.1678520.xyz/smt1.1.php?id=aljazeera_twn
BBC World News, http://cdn9.1678520.xyz/smt1.1.php?id=Bbcnews
BBC World News, http://cdn9.1678520.xyz/smt1.1.php?id=bbcnews_twn
Bloomberg News, http://cdn9.1678520.xyz/smt1.1.php?id=bloomberg_twn
CBS HD, http://cdn9.1678520.xyz/smt1.1.php?id=cbshd_glo
CBSN HD, http://cdn9.1678520.xyz/smt1.1.php?id=cbsn_glo
CGTN, http://cdn9.1678520.xyz/smt1.1.php?id=CGTN
CNA, http://cdn9.1678520.xyz/smt1.1.php?id=cna
CNBC, http://cdn9.1678520.xyz/smt1.1.php?id=cnbc_twn
CNN International, http://cdn9.1678520.xyz/smt1.1.php?id=Cnn
CNN(備用), http://cdn9.1678520.xyz/smt1.1.php?id=cnn_twn
DW (Deutsch), http://cdn9.1678520.xyz/smt1.1.php?id=dw_twn
Fox News, http://cdn9.1678520.xyz/smt1.1.php?id=foxnews_twn
France 24, http://cdn9.1678520.xyz/smt1.1.php?id=france24_twn
NHK World, http://cdn9.1678520.xyz/smt1.1.php?id=nhkworld_japan
Skynews, http://cdn9.1678520.xyz/smt1.1.php?id=skynews_antik
東森財經新聞, http://cdn9.1678520.xyz/smt1.1.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax, http://cdn9.1678520.xyz/smt1.1.php?id=Animax
Baby TV Eng, http://cdn9.1678520.xyz/smt1.1.php?id=Babytv
Baby TV, http://cdn9.1678520.xyz/smt1.1.php?id=babytv_twn
Boomerang Taiwan, http://cdn9.1678520.xyz/smt1.1.php?id=boomerang_twn
Boomerang, http://cdn9.1678520.xyz/smt1.1.php?id=Boomerang
CBeebies, http://cdn9.1678520.xyz/smt1.1.php?id=Cbeebies
Cartoon Network, http://cdn9.1678520.xyz/smt1.1.php?id=Cn
Disney Taiwan, http://cdn9.1678520.xyz/smt1.1.php?id=disneytwn_twn
Kids TV, http://cdn9.1678520.xyz/smt1.1.php?id=KidsTV
MiaoMi, http://cdn9.1678520.xyz/smt1.1.php?id=MiaoMi
Momo TV, http://cdn9.1678520.xyz/smt1.1.php?id=momo1_twn
Nick Jr, http://cdn9.1678520.xyz/smt1.1.php?id=Nickjr
Nickelodeon, http://cdn9.1678520.xyz/smt1.1.php?id=Nickelodeon
東森幼幼 Yoyo TV, http://cdn9.1678520.xyz/smt1.1.php?id=yoyo_twn
靖天卡通台, http://cdn9.1678520.xyz/smt1.1.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin, http://cdn9.1678520.xyz/smt1.1.php?id=amarin_pat
Ch 8, http://cdn9.1678520.xyz/smt1.1.php?id=ch8_pat
Channel 3 Thailand, http://cdn9.1678520.xyz/smt1.1.php?id=ch3_pat
Channel 5 Thailand, http://cdn9.1678520.xyz/smt1.1.php?id=ch5_pat
Channel 7 Thailand, http://cdn9.1678520.xyz/smt1.1.php?id=ch7_pat
Gmm Channel, http://cdn9.1678520.xyz/smt1.1.php?id=gmmchannel_pat
GmmOne, http://cdn9.1678520.xyz/smt1.1.php?id=gmmone_pat
MCOT HD Thailand-1, http://cdn9.1678520.xyz/smt1.1.php?id=mcot_pat
Mono, http://cdn9.1678520.xyz/smt1.1.php?id=mono_pat
Nation, http://cdn9.1678520.xyz/smt1.1.php?id=nation_pat
Nbt, http://cdn9.1678520.xyz/smt1.1.php?id=nbt_pat
New, http://cdn9.1678520.xyz/smt1.1.php?id=new_pat
PPTV Thailand1, http://cdn9.1678520.xyz/smt1.1.php?id=pptv_pat
TPTV, http://cdn9.1678520.xyz/smt1.1.php?id=tptv_pat
Thai Thai, http://cdn9.1678520.xyz/smt1.1.php?id=thaithai_pat
Thairath, http://cdn9.1678520.xyz/smt1.1.php?id=thairath_pat
Tnn24, http://cdn9.1678520.xyz/smt1.1.php?id=tnn24_pat
Workpoint, http://cdn9.1678520.xyz/smt1.1.php?id=workpoint_pat
tpbs, http://cdn9.1678520.xyz/smt1.1.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera, http://cdn9.1678520.xyz/smt1.1.php?id=aljazeera_twn
Animal Planet (Eng), http://cdn9.1678520.xyz/smt1.1.php?id=AnimalPlanet
Axn HD, http://cdn9.1678520.xyz/smt1.1.php?id=Axn
BBC 1, http://cdn9.1678520.xyz/smt1.1.php?id=bbc1_antik
BBC 2, http://cdn9.1678520.xyz/smt1.1.php?id=bbc2_antik
BBC Earth HD, http://cdn9.1678520.xyz/smt1.1.php?id=bbcearth_twn
BBC Earth Lifestyle, http://cdn9.1678520.xyz/smt1.1.php?id=bbclifestyle_twn
BBC World News, http://cdn9.1678520.xyz/smt1.1.php?id=bbcworldnews_antik
Bloomberg News, http://cdn9.1678520.xyz/smt1.1.php?id=bloomberg_twn
Boomerang, http://cdn9.1678520.xyz/smt1.1.php?id=Boomerang
CBBC, http://cdn9.1678520.xyz/smt1.1.php?id=cbbc_antik
CBeebies, http://cdn9.1678520.xyz/smt1.1.php?id=Cbeebies
CGTN, http://cdn9.1678520.xyz/smt1.1.php?id=CGTN
CNBC, http://cdn9.1678520.xyz/smt1.1.php?id=cnbc_twn
Channel 4, http://cdn9.1678520.xyz/smt1.1.php?id=channel4_antik
DW (Deutsch), http://cdn9.1678520.xyz/smt1.1.php?id=dw_twn
Euronews, http://cdn9.1678520.xyz/smt1.1.php?id=euronews_antik
France 24, http://cdn9.1678520.xyz/smt1.1.php?id=france24_twn
Freesports, http://cdn9.1678520.xyz/smt1.1.php?id=freesports_antik
HBO HD, http://cdn9.1678520.xyz/smt1.1.php?id=Hbo
HGTV, http://cdn9.1678520.xyz/smt1.1.php?id=HGTV
History, http://cdn9.1678520.xyz/smt1.1.php?id=History
Hits Movie, http://cdn9.1678520.xyz/smt1.1.php?id=Hitsmovie
Kids TV, http://cdn9.1678520.xyz/smt1.1.php?id=KidsTV
MTV Live, http://cdn9.1678520.xyz/smt1.1.php?id=mtvhd_twn
More4, http://cdn9.1678520.xyz/smt1.1.php?id=more4_antik
NHK World, http://cdn9.1678520.xyz/smt1.1.php?id=nhkworld_japan
NatGeo HD, http://cdn9.1678520.xyz/smt1.1.php?id=Natgeo
NatGeo Wild HD, http://cdn9.1678520.xyz/smt1.1.php?id=Natgeowild
Nick Jr, http://cdn9.1678520.xyz/smt1.1.php?id=Nickjr
Nickelodeon, http://cdn9.1678520.xyz/smt1.1.php?id=Nickelodeon
Pick TV, http://cdn9.1678520.xyz/smt1.1.php?id=picktv_antik
Skynews, http://cdn9.1678520.xyz/smt1.1.php?id=skynews_antik
Skysports Arena, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongarena
Skysports Cricket, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongcricket
Skysports EPL, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongepl
Skysports F1, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongf1
Skysports Football, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongfootball
Skysports Golf, http://cdn9.1678520.xyz/smt1.1.php?id=tiankonggolf
Skysports Main Event, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongmain
Skysports News, http://cdn9.1678520.xyz/smt1.1.php?id=tiankongnews
Star Movies HD, http://cdn9.1678520.xyz/smt1.1.php?id=starmovies_raj
TLC, http://cdn9.1678520.xyz/smt1.1.php?id=Tlc
Thrill, http://cdn9.1678520.xyz/smt1.1.php?id=Thrill
Warner TV, http://cdn9.1678520.xyz/smt1.1.php?id=WarnerTV
itv 1, http://cdn9.1678520.xyz/smt1.1.php?id=itv1_antik
itv 2, http://cdn9.1678520.xyz/smt1.1.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV, http://cdn9.1678520.xyz/smt1.1.php?id=viet_antv
BPTV 2, http://cdn9.1678520.xyz/smt1.1.php?id=viet_bptv2
BRT HD, http://cdn9.1678520.xyz/smt1.1.php?id=viet_brt
Ca Mau TV, http://cdn9.1678520.xyz/smt1.1.php?id=viet_camautv
Danang TV1 HD, http://cdn9.1678520.xyz/smt1.1.php?id=viet_danangtv1
Danang TV2 HD, http://cdn9.1678520.xyz/smt1.1.php?id=viet_danangtv2
HBTV HD, http://cdn9.1678520.xyz/smt1.1.php?id=viet_hbtv
HTV 7, http://cdn9.1678520.xyz/smt1.1.php?id=viet_htv7
HTV 9, http://cdn9.1678520.xyz/smt1.1.php?id=viet_htv9
PTTH 1, http://cdn9.1678520.xyz/smt1.1.php?id=viet_ptth1
VTV 1, http://cdn9.1678520.xyz/smt1.1.php?id=viet_vtv1
VTV 7, http://cdn9.1678520.xyz/smt1.1.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop, http://cdn9.1678520.xyz/smt1.1.php?id=allthekpop_korea
Apps TV, http://cdn9.1678520.xyz/smt1.1.php?id=appongoogle_korea
Arirang HD, http://cdn9.1678520.xyz/smt1.1.php?id=arirang_korea
CBS, http://cdn9.1678520.xyz/smt1.1.php?id=cbs_korea
CGNTV, http://cdn9.1678520.xyz/smt1.1.php?id=cgntv_korea
EBS 1, http://cdn9.1678520.xyz/smt1.1.php?id=ebs1_korea
EBS Kids, http://cdn9.1678520.xyz/smt1.1.php?id=ebskids_korea
EBS Plus2, http://cdn9.1678520.xyz/smt1.1.php?id=ebsplus2_korea
EBS2, http://cdn9.1678520.xyz/smt1.1.php?id=ebs2_korea
J the Kpop, http://cdn9.1678520.xyz/smt1.1.php?id=jthekpop_korea
KBS World 24, http://cdn9.1678520.xyz/smt1.1.php?id=kbsworld24_korea
SBS Plus, http://cdn9.1678520.xyz/smt1.1.php?id=sbsplus_korea
YTN DMB, http://cdn9.1678520.xyz/smt1.1.php?id=ytndmb_korea
YTN Korean, http://cdn9.1678520.xyz/smt1.1.php?id=ytnkorean_korea
YTN Science, http://cdn9.1678520.xyz/smt1.1.php?id=ytnscience_korea
YTN, http://cdn9.1678520.xyz/smt1.1.php?id=ytn_korea
Yonhap News, http://cdn9.1678520.xyz/smt1.1.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS, http://cdn9.1678520.xyz/smt1.1.php?id=bstbs_japan
BSジャパン 181, http://cdn9.1678520.xyz/smt1.1.php?id=bs181_japan
BSフジ BS Fuji, http://cdn9.1678520.xyz/smt1.1.php?id=bsfuji_japan
CNA Japan, http://cdn9.1678520.xyz/smt1.1.php?id=cna_japan
JET 綜合, http://cdn9.1678520.xyz/smt1.1.php?id=jettv_japan
NHK Oaska, http://cdn9.1678520.xyz/smt1.1.php?id=nhkosaka_japan
NHK World, http://cdn9.1678520.xyz/smt1.1.php?id=nhkworld_japan
NHK-E, http://cdn9.1678520.xyz/smt1.1.php?id=nhke_japan
NHK-総合-2, http://cdn9.1678520.xyz/smt1.1.php?id=nhkg_japan
NHKBS1, http://cdn9.1678520.xyz/smt1.1.php?id=nhkbs1_japan
NHKBSプレミア Premium, http://cdn9.1678520.xyz/smt1.1.php?id=nhkpremium_japan
TOKYOMX, http://cdn9.1678520.xyz/smt1.1.php?id=tokyomx_japan
テレビ朝日 Asahi TV, http://cdn9.1678520.xyz/smt1.1.php?id=asahitv_japan
テレビ東京 Tokyo TV, http://cdn9.1678520.xyz/smt1.1.php?id=tokyotv_japan
