央视,#genre#
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
武博世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
天津,#genre#
天津新闻,http://nas.hssvm.com:8888/udp/225.1.1.130:5002
天津文艺,http://nas.hssvm.com:8888/udp/225.1.1.131:5002
天津影视,http://nas.hssvm.com:8888/udp/225.1.1.149:5002
天津都市,http://nas.hssvm.com:8888/udp/225.1.1.128:5002
天津体育,http://nas.hssvm.com:8888/udp/225.1.1.122:5002
天津科教,http://nas.hssvm.com:8888/udp/225.1.1.129:5002
天津少儿,http://nas.hssvm.com:8888/udp/225.1.1.125:5002
天津购物,http://nas.hssvm.com:8888/udp/225.1.1.151:5002
天津IPTV,http://nas.hssvm.com:8888/udp/225.1.2.123:5002
天津购物自营,http://nas.hssvm.com:8888/udp/225.1.1.108:5002
天津文艺广播,http://nas.hssvm.com:8888/udp/225.1.1.171:5002
天津经济广播,http://nas.hssvm.com:8888/udp/225.1.1.172:5002
天津新闻广播,http://nas.hssvm.com:8888/udp/225.1.1.173:5002
天津生活广播,http://nas.hssvm.com:8888/udp/225.1.1.174:5002
天津交通广播,http://nas.hssvm.com:8888/udp/225.1.1.175:5002
天津相声广播,http://nas.hssvm.com:8888/udp/225.1.1.176:5002
天津小说广播,http://nas.hssvm.com:8888/udp/225.1.1.177:5002
天津滨海广播,http://nas.hssvm.com:8888/udp/225.1.1.178:5002
天津音乐广播,http://nas.hssvm.com:8888/udp/225.1.1.179:5002
天津农村广播,http://nas.hssvm.com:8888/udp/225.1.1.180:5002
滨海1,http://nas.hssvm.com:8888/udp/225.1.2.7:5002
滨海2,http://nas.hssvm.com:8888/udp/225.1.2.8:5002
大港油田企业,http://nas.hssvm.com:8888/udp/225.1.2.14:5002

陕西,#genre#

陕西都市青春,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225830/index.m3u8
陕西公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226334/index.m3u
陕西生活,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226331/index.m3u8
陕西体育休闲,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226093/index.m3u8
陕西卫视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
陕西西部电影,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226332/index.m3u8
陕西新闻资讯,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225500/index.m3u8
陕西影视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226329/index.m3u8
商洛公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226026/index.m3u8
商洛综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225666/index.m3u8
商南-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225953/index.m3u8
深圳卫视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225592/index.m3u8
神木-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225694/index.m3u8
神木-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225893/index.m3u8
神木-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225991/index.m3u8
石泉电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225879/index.m3u8
石泉电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226005/index.m3u8
太白电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225918/index.m3u8
铜川公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226020/index.m3u8
铜川综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225661/index.m3u8
铜川综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225820/index.m3u8
渭南公共频道,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226019/index.m3u8
渭南新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225660/index.m3u8
吴起电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225910/index.m3u8
西安都市频道,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226016/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226014/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226015/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226037/index.m3u8
西安新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225668/index.m3u8
西乡融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225862/index.m3u8
咸阳公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226018/index.m3u8
咸阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225659/index.m3u8
咸阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225815/index.m3u8
兴平融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225975/index.m3u8
旬阳民生文化,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225925/index.m3u8
旬阳新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225844/index.m3u8
旬邑,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225985/index.m3u8
延安公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225699/index.m3u8
延安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225662/index.m3u8
延安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225700/index.m3u8
延川融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225889/index.m3u8
延长电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225907/index.m3u8
阎良TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225866/index.m3u8
杨凌,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225900/index.m3u8
杨凌现代农业,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225901/index.m3u8
洋县电视台-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225871/index.m3u8
宜川电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225909/index.m3u8
永寿TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225980/index.m3u8
优优宝贝,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226023/index.m3u8
榆林综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225822/index.m3u8
榆阳1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225852/index.m3u8
榆阳2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225990/index.m3u8
柞水电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225877/index.m3u8
长安TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225841/index.m3u8
长安TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225896/index.m3u8
镇安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225876/index.m3u8
镇安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225954/index.m3u8
镇巴电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225883/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225842/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226312/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226343/index.m3u8
志丹党员教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225989/index.m3u8
周至TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225837/index.m3u8
周至TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225867/index.m3u8
周至TV-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225838/index.m3u8
周至TV-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225968/index.m3u8
子长电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225887/index.m3u8
子洲TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226340/index.m3u8
子洲TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226341/index.m3u8
紫阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225845/index.m3u8


广东,#genre#
大湾区卫视,http://125.94.178.43:8686/udp/239.77.0.9:5146
大湾区卫视,http://125.94.178.43:8686/udp/239.77.1.12:5146
大湾区卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.215:5146
广东卫视,http://125.94.178.43:8686/udp/239.77.0.2:5146
广东卫视,http://125.94.178.43:8686/udp/239.77.1.2:5146
广东卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.19:5146
广东卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.152:5146
广东卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.232:5146
广东卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.84:5146
广东卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.166:5146
广东珠江,http://125.94.178.43:8686/udp/239.77.0.3:5146
广东珠江,http://125.94.178.43:8686/udp/239.77.1.94:5146
广东珠江ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.1:5146
广东珠江ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.114:5146
广东新闻,http://125.94.178.43:8686/udp/239.77.0.4:5146
广东新闻ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.173:5146
广东公共,http://125.94.178.43:8686/udp/239.77.0.5:5146
广东公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.225:5146
广东体育,http://125.94.178.43:8686/udp/239.77.0.6:5146
广东体育,http://125.94.178.43:8686/udp/239.77.1.97:5146
广东体育ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.112:5146
广东体育ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.168:5146
广东国际,http://125.94.178.43:8686/udp/239.77.0.7:5146
广东经济科教,http://125.94.178.43:8686/udp/239.77.0.8:5146
广东经济科教ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.85:5146
广东经济科教ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.167:5146
广东影视,http://125.94.178.43:8686/udp/239.77.0.11:5146
广东影视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.217:5146
广东少儿,http://125.94.178.43:8686/udp/239.77.0.12:5146
广东少儿ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.250:5146
嘉佳卡通,http://125.94.178.43:8686/udp/239.77.0.13:5146
嘉佳卡通,http://125.94.178.43:8686/udp/239.77.1.15:5146
嘉佳卡通ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.179:5146
岭南戏曲,http://125.94.178.43:8686/udp/239.77.0.16:5146
广东房产,http://125.94.178.43:8686/udp/239.77.0.14:5146
现代教育,http://125.94.178.43:8686/udp/239.77.0.18:5146
广东移动,http://125.94.178.43:8686/udp/239.77.0.20:5146
广东综艺 4K50p,http://125.94.178.43:8686/udp/239.77.1.236:5146
广东综艺 4K,http://125.94.178.43:8686/udp/239.77.1.237:5146
广东综艺(4k),http://125.94.178.43:8686/udp/239.77.0.244:5146
广东综艺 宽色域(4k),http://125.94.178.43:8686/udp/239.77.0.246:5146
广东综艺(4k),http://125.94.178.43:8686/udp/239.77.0.245:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://125.94.178.43:8686/udp/239.77.0.252:5146
东莞新闻综合,http://125.94.178.43:8686/udp/239.253.43.102:5146
东莞新闻综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.104:5146
东莞生活资讯,http://125.94.178.43:8686/udp/239.253.43.103:5146
东莞生活资讯ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.105:5146
广州综合,http://125.94.178.43:8686/udp/239.253.43.66:5146
广州综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.71:5146
广州新闻,http://125.94.178.43:8686/udp/239.253.43.67:5146
广州新闻ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.72:5146
广州影视,http://125.94.178.43:8686/udp/239.253.43.68:5146
广州影视ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.73:5146
广州法治,http://125.94.178.43:8686/udp/239.253.43.69:5146
广州法治ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.74:5146
广州竞赛,http://125.94.178.43:8686/udp/239.253.43.70:5146
广州竞赛ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.75:5146
南国都市4K,http://125.94.178.43:8686/udp/239.253.43.99:5146
深圳卫视,http://125.94.178.43:8686/udp/239.77.0.55:5146
深圳卫视,http://125.94.178.43:8686/udp/239.77.1.21:5146
深圳卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.3:5146
深圳卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.148:5146
深圳卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.92:5146
深圳卫视ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.130:5146
深圳都市,http://125.94.178.43:8686/udp/239.77.1.34:5146
深圳都市ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.176:5146
深圳都市ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.124:5146
深圳电视剧,http://125.94.178.43:8686/udp/239.77.1.7:5146
深圳电视剧ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.177:5146
深圳电视剧ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.125:5146
深圳财经生活,http://125.94.178.43:8686/udp/239.77.1.22:5146
深圳财经生活ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.242:5146
深圳娱乐,http://125.94.178.43:8686/udp/239.77.1.36:5146
深圳娱乐ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.243:5146
深圳体育健康,http://125.94.178.43:8686/udp/239.77.1.8:5146
深圳体育健康ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.128:5146
深圳体育健康ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.140:5146
深圳少儿,http://125.94.178.43:8686/udp/239.77.1.38:5146
深圳少儿ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.244:5146
深圳公共,http://125.94.178.43:8686/udp/239.77.1.9:5146
深圳公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.178:5146
深圳公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.126:5146
深圳宝安ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.67:5146
深圳龙岗频道ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.223:5146
深圳东部ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.224:5146
深圳众创TVᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.247:5146
深圳移动电视,http://125.94.178.43:8686/udp/239.77.1.175:5146
韶关新闻综合,http://125.94.178.43:8686/udp/239.77.0.116:5146
韶关新闻综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.117:5146
韶关绿色生活,http://125.94.178.43:8686/udp/239.77.0.118:5146
韶关绿色生活ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.119:5146
湛江新闻综合,http://125.94.178.43:8686/udp/239.77.0.120:5146
湛江新闻综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.141:5146
湛江公共,http://125.94.178.43:8686/udp/239.77.0.121:5146
湛江公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.140:5146
揭阳综合,http://125.94.178.43:8686/udp/239.77.0.157:5146
揭阳综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.229:5146
揭阳公共,http://125.94.178.43:8686/udp/239.77.0.158:5146
揭阳公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.251:5146
江门综合,http://125.94.178.43:8686/udp/239.77.0.195:5146
江门综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.201:5146
江门公共,http://125.94.178.43:8686/udp/239.77.0.196:5146
江门公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.202:5146
江门教育,http://125.94.178.43:8686/udp/239.77.0.197:5146
江门教育ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.203:5146
梅州综合,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv1.m3u8
梅州公共,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2.m3u8
惠州1,http://125.94.178.43:8686/udp/239.77.0.247:5146
惠州1,http://125.94.178.43:8686/udp/239.77.1.154:5146
惠州1ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.232:5146
惠州2,http://125.94.178.43:8686/udp/239.77.0.248:5146
惠州2,http://125.94.178.43:8686/udp/239.77.1.173:5146
惠州2ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.233:5146
珠海1,http://125.94.178.43:8686/udp/239.77.1.230:5146
珠海1ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.155:5146
珠海2,http://125.94.178.43:8686/udp/239.77.1.231:5146
珠海2ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.154:5146
肇庆综合,http://125.94.178.43:8686/udp/239.253.43.3:5146
肇庆综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.1:5146
肇庆生活服务,http://125.94.178.43:8686/udp/239.253.43.4:5146
肇庆生活服务ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.2:5146
河源综合,http://125.94.178.43:8686/udp/239.253.43.215:5146
河源综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.213:5146
河源公共,http://125.94.178.43:8686/udp/239.253.43.216:5146
河源公共ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.214:5146
汕头综合,http://125.94.178.43:8686/udp/239.253.43.30:5146
汕头综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.130:5146
汕头综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.45:5146
汕头经济生活,http://125.94.178.43:8686/udp/239.253.43.43:5146
汕头经济生活ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.131:5146
汕头经济生活ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.46:5146
汕头文旅体育,http://125.94.178.43:8686/udp/239.253.43.44:5146
汕头文旅体育ᴴᴰ,http://125.94.178.43:8686/udp/239.77.1.132:5146
汕头文旅体育ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.47:5146
汕尾新闻,http://125.94.178.43:8686/udp/239.77.1.189:5146
汕尾新闻ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.25:5146
汕尾文化,http://125.94.178.43:8686/udp/239.77.1.190:5146
汕尾文化ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.187:5146
清远新闻综合,http://125.94.178.43:8686/udp/239.253.43.31:5146
清远新闻综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.33:5146
清远公共,http://125.94.178.43:8686/udp/239.253.43.32:5146
清远公共ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.34:5146
云浮综合,http://125.94.178.43:8686/udp/239.253.43.195:5146
云浮综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.253:5146
云浮文旅,http://125.94.178.43:8686/udp/239.253.43.194:5146
云浮文旅ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.254:5146
茂名综合,http://125.94.178.43:8686/udp/239.77.0.204:5146
茂名综合ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.206:5146
茂名公共,http://125.94.178.43:8686/udp/239.77.0.205:5146
茂名公共ᴴᴰ,http://125.94.178.43:8686/udp/239.77.0.207:5146
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
佛山综合,http://125.94.178.43:8686/udp/239.253.43.52:5146
佛山综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.57:5146
佛山公共,http://125.94.178.43:8686/udp/239.253.43.48:5146
佛山公共ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.53:5146
佛山影视,http://125.94.178.43:8686/udp/239.253.43.51:5146
佛山影视ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.56:5146
佛山顺德,http://125.94.178.43:8686/udp/239.253.43.50:5146
佛山顺德ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.55:5146
佛山南海,http://125.94.178.43:8686/udp/239.253.43.49:5146
佛山南海ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.54:5146
中山综合,http://125.94.178.43:8686/udp/239.253.43.59:5146
中山综合ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.62:5146
中山公共,http://125.94.178.43:8686/udp/239.253.43.60:5146
中山公共ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.63:5146
中山教育,http://125.94.178.43:8686/udp/239.253.43.61:5146
中山教育ᴴᴰ,http://125.94.178.43:8686/udp/239.253.43.64:5146


江西,#genre#
江西卫视,http://220.176.218.35:8888/udp/239.252.220.63:5140?$江西上饶电信
江西新闻,http://220.176.218.35:8888/udp/239.252.220.100:5140?$江西上饶电信
江西都市,http://220.176.218.35:8888/udp/239.252.220.238:5140?$江西上饶电信
江西公共,http://220.176.218.35:8888/udp/239.252.220.102:5140?$江西上饶电信
江西经济,http://220.176.218.35:8888/udp/239.252.219.173:5140?$江西上饶电信
江西影视,http://220.176.218.35:8888/udp/239.252.220.242:5140?$江西上饶电信
江西教育,http://220.176.218.35:8888/udp/239.252.219.115:5140?$江西上饶电信
江西少儿,http://220.176.218.35:8888/udp/239.252.219.113:5140?$江西上饶电信
江西卫视,http://117.43.80.219:9999/udp/239.252.220.63:5140?$赣州电信组播
